Position,Track Name,Artist,Streams,URL,Year,Month,Track ID,Danceability,Valence,Energy,Loudness,Key,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Tempo,Time_Signature
105,Rockstar,Sfera Ebbasta,384267,https://open.spotify.com/track/3js3wKPw8VxBWtcXtwyUnA,2018,12,7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,0.497,-7.956,11,1,0.164,0.247,0.0,0.101,89.977,4
106,Jingle Bell Rock,The Vamps,376195,https://open.spotify.com/track/2gO3wgR2G9pCJFWGcWX3W7,2018,12,7vQbuQcyTflfCIOu3Uzzya,0.754,0.424,0.806,-8.463,2,1,0.0363,0.643,0.0,0.0652,119.705,4
108,Another One Bites The Dust - Remastered 2011,Queen,372876,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,2018,12,57JVGBtBLCfHw2muk5416J,0.933,0.528,0.756,-6.472,5,0,0.162,0.112,0.329,0.163,109.975,4
109,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,372649,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2018,12,3KkXRkHbMCARz0aVfEt68P,0.76,0.479,0.913,-5.574,2,1,0.0466,0.556,0.0,0.0703,89.911,4
110,Se Piovesse Il Tuo Nome - con Calcutta,Elisa,369710,https://open.spotify.com/track/40SslAHt15Duy4uldwXNAm,2018,12,3PYYiqmhooCNCGiiPTM5zS,0.561,0.461,0.342,-5.001,1,0,0.0512,0.676,0.0,0.323,82.13,4
111,Holly Jolly Christmas,Michael Bublé,367452,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE,2018,12,5PuKlCjfEVIXl0ZBp5ZW9g,0.647,0.465,0.699,-8.308,7,1,0.0428,0.865,0.0,0.0882,151.251,4
112,Without Me,Halsey,367255,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2018,12,7lQ8MOhq6IN2w8EYcFNSUk,0.908,0.669,0.662,-2.827,7,1,0.0738,0.00286,0.0,0.237,112.238,4
113,L'altra dimensione,Måneskin,365132,https://open.spotify.com/track/36ONZ2CvV8KsLPapNPGTqa,2018,12,36ONZ2CvV8KsLPapNPGTqa,0.715,0.839,0.539,-2.35,5,0,0.0602,0.524,0.0,0.266,111.371,4
114,Mwaka Moon - Remix,Kalash,362988,https://open.spotify.com/track/1OGORI9Hx45AEYqxkndMhN,2018,12,1OGORI9Hx45AEYqxkndMhN,0.768,0.556,0.24,-7.146,1,0,0.0739,0.0942,1.42e-05,0.107,155.07,4
115,Thunderclouds,Sia,357671,https://open.spotify.com/track/2c7GlMNmF7pbohjykutmLP,2018,12,4lJNen4SMTIJMahALc3DcB,0.69,0.714,0.489,-5.948,7,1,0.0338,0.0077,7.23e-05,0.191,112.009,4
116,Amore e Capoeira,Takagi & Ketra,356242,https://open.spotify.com/track/5Vwqy3CS2aCB6jcgm1qWfk,2018,12,5Vwqy3CS2aCB6jcgm1qWfk,0.827,0.697,0.836,-4.368,11,0,0.142,0.122,0.0,0.044,118.083,4
117,SAD!,XXXTENTACION,355509,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2018,12,3ee8Jmje8o58CHK66QrVC2,0.74,0.613,0.473,-4.88,8,1,0.145,0.258,0.00372,0.123,75.023,4
118,BEBE,6ix9ine,354909,https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn,2018,12,7D7EH7MGyNHWSkqrszerI1,0.862,0.72,0.965,-4.048,4,1,0.0379,0.487,1.19e-06,0.0604,129.972,4
119,Ricchi x Sempre,Sfera Ebbasta,349592,https://open.spotify.com/track/0kHTkvGavvk2MjBTSUtOZx,2018,12,0n5UZOp6iaDveYqGNCHQMh,0.599,0.734,0.133,-7.568,3,0,0.413,0.196,0.0,0.187,211.842,4
120,Fumo bianco,Chadia Rodriguez,344066,https://open.spotify.com/track/54ivBWjaiBH5W2fAVYV1k3,2018,12,54ivBWjaiBH5W2fAVYV1k3,0.746,0.751,0.258,-5.375,10,0,0.0414,0.226,2.48e-06,0.121,141.963,4
121,Veleno 6,MadMan,343628,https://open.spotify.com/track/7GfXjqXD9aBvDoBdZ7EwPH,2018,12,7GfXjqXD9aBvDoBdZ7EwPH,0.753,0.846,0.636,-6.846,2,1,0.0936,0.193,0.0,0.29,147.871,4
122,Universale,Benji & Fede,333746,https://open.spotify.com/track/3A20rdsGLvHVAxrkGtrUTu,2018,12,48nZLOpJOINkICPWpUuhaN,0.672,0.437,0.636,-9.656,5,1,0.0368,0.85,0.261,0.107,101.588,4
123,Christmas Lights,Coldplay,333552,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2018,12,4fzyvSu73BhGvi96p2zwjL,0.312,0.418,0.237,-9.146,7,1,0.0296,0.131,0.000679,0.0836,130.795,4
124,Do They Know It's Christmas? - 1984 Version,Band Aid,331136,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf,2018,12,0247StOpd3AkeBQzANX4Zf,0.599,0.642,0.349,-6.936,0,1,0.0363,0.164,3.33e-05,0.0992,115.412,4
125,Sweet but Psycho,Ava Max,329952,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2018,12,7DnAm9FOTWE3cUvso43HhI,0.72,0.706,0.62,-4.719,1,1,0.0473,0.0684,0.0,0.166,133.002,4
127,Sempre In Due,Carl Brave x Franco126,324209,https://open.spotify.com/track/6ElWuGFrYbsf2mdHWUoGCk,2018,12,6ElWuGFrYbsf2mdHWUoGCk,0.596,0.758,0.551,-7.049,9,0,0.0802,0.0835,0.0,0.147,77.474,4
128,scuol4,tha Supreme,323600,https://open.spotify.com/track/6ukVfkwkTlQvfvD477n0qr,2018,12,1V7hvLe3fpZTMoqKLkBDgW,0.696,0.7,0.771,-5.573,2,1,0.0663,0.143,0.0,0.0431,136.207,4
129,Serpenti A Sonagli,Sfera Ebbasta,323221,https://open.spotify.com/track/5Z0Mx6SeUAFA2rgZB9t1Nu,2018,12,58QylZ1gN0HbU0LxGQ8Eqm,0.68,0.613,0.282,-5.998,5,0,0.063,0.182,0.0,0.113,150.04,4
131,PELLE D'OCA,Vegas Jones,318331,https://open.spotify.com/track/3SjNwo6aHnvKx8yeSXxTmT,2018,12,7BIoYqwZlcKosZr1ceAhuV,0.633,0.624,0.338,-7.006,5,0,0.191,0.00158,0.0,0.088,170.228,3
132,La stella più fragile dell'universo,Ultimo,317985,https://open.spotify.com/track/3iHqUSg0LBRxAF5CzjBK9y,2018,12,3iHqUSg0LBRxAF5CzjBK9y,0.584,0.261,0.34,-8.293,7,1,0.0569,0.912,0.0,0.134,137.354,4
133,You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,317404,https://open.spotify.com/track/2OQ6a4CfUeYskpTTgyawyJ,2018,12,2OQ6a4CfUeYskpTTgyawyJ,0.635,0.87,0.912,-4.291,2,0,0.04,0.0156,0.0,0.118,93.0,4
134,Trova un modo,Alessandra Amoroso,315011,https://open.spotify.com/track/2OhD2CM731aBTpRACnAM4q,2018,12,2OhD2CM731aBTpRACnAM4q,0.671,0.78,0.48,-4.363,6,1,0.0872,0.681,0.0,0.119,132.044,4
135,SICKO MODE,Travis Scott,313689,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2018,12,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,0.446,-3.714,8,1,0.222,0.00513,0.0,0.124,155.008,4
136,Purple Rain (feat. Gemitaiz & Frenetik&Orang3),Achille Lauro,309712,https://open.spotify.com/track/0PpB4YTfszDRmQxLirA4pM,2018,12,286i6Yq99ALCLHXDofuTVL,0.727,0.656,0.485,-6.228,11,0,0.121,0.142,0.0,0.175,104.023,4
137,Winter Wonderland,Leona Lewis,309013,https://open.spotify.com/track/1YBItUnKj01KBXhpFtvINp,2018,12,2IuUMx3uxxJAHcH41aYtn0,0.592,0.23,0.537,-13.603,10,1,0.0511,0.828,0.0,0.12,126.655,4
138,Santa Baby,Kylie Minogue,305313,https://open.spotify.com/track/2SBr3MK1sdMs8IxdRcN6qz,2018,12,1vZKP9XURuqMp1SpXGnoyb,0.704,0.103,0.468,-15.056,5,0,0.0607,0.897,0.0,0.192,84.475,4
139,Christmas Time,Backstreet Boys,305125,https://open.spotify.com/track/5x37oQPX5730aqxlvXT2qa,2018,12,299lFlaAsNQdgbIZNPmIA0,0.388,0.145,0.0911,-19.697,9,0,0.0318,0.978,6.86e-06,0.0997,75.474,3
140,Da zero a cento,Baby K,304399,https://open.spotify.com/track/1ZF1hdW5COHbgqG9MSdSuU,2018,12,1ZF1hdW5COHbgqG9MSdSuU,0.608,0.659,0.803,-6.103,3,0,0.0601,0.0241,0.0,0.113,184.072,4
141,Sciroppo (feat. DrefGold),Sfera Ebbasta,303866,https://open.spotify.com/track/4VVG3HBGaqSNZqIpmewIA6,2018,12,6CxN2UG4gvo4GEVw5VZYv5,0.777,0.721,0.665,-6.097,6,1,0.0719,0.0774,0.0,0.0801,161.976,4
142,2% (feat. Frah Quintale),Guè Pequeno,300920,https://open.spotify.com/track/5ODlTG5qxhCsC05E36Rv25,2018,12,5ODlTG5qxhCsC05E36Rv25,0.754,0.602,0.587,-6.785,10,0,0.428,0.237,0.0,0.151,82.043,4
143,High Hopes,Panic! At The Disco,299942,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2018,12,1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,0.681,-2.729,5,1,0.0618,0.193,0.0,0.064,82.014,4
144,My Only Wish (This Year),Britney Spears,298709,https://open.spotify.com/track/1UQbxSOVbauPxaUh337GTx,2018,12,0YWUHZPJVg4iujddsJDwhM,0.669,0.843,0.702,-3.766,0,1,0.0268,0.169,0.0,0.195,147.08,4
145,Cupido (with Khea & Duki feat. Quavo & Elettra Lamborghini) - RMX,Sfera Ebbasta,298404,https://open.spotify.com/track/10CEiNq9vx9UH9mXQkG6H6,2018,12,10CEiNq9vx9UH9mXQkG6H6,0.793,0.683,0.432,-4.661,4,0,0.0371,0.0637,0.0,0.113,120.021,4
146,Somebody To Love - Remastered 2011,Queen,297126,https://open.spotify.com/track/6cFZ4PLC19taNlpl9pbGMf,2018,12,6cFZ4PLC19taNlpl9pbGMf,0.497,0.693,0.358,-7.024,8,1,0.0565,0.19,0.0,0.215,111.539,3
147,Christmas Isn't Christmas 'Til You Get Here,Kylie Minogue,297068,https://open.spotify.com/track/5HEoFTnu7lSHRAVc2PYln5,2018,12,5HEoFTnu7lSHRAVc2PYln5,0.595,0.742,0.355,-6.382,1,0,0.0418,0.169,0.0,0.0569,90.986,4
148,Giovane fuoriclasse,Capo Plaza,296865,https://open.spotify.com/track/60muwbD6E61lEYQSnEYlLc,2018,12,7GFCOl2gVEv9d6gwdY5Fvb,0.555,0.702,0.0883,-5.002,1,1,0.26,0.518,0.0,0.086,133.036,4
149,Modalità Aereo (feat. Luchè & Marracash),Guè Pequeno,296623,https://open.spotify.com/track/5CBTNoJlHwyqYGdwMBNAAH,2018,12,5CBTNoJlHwyqYGdwMBNAAH,0.737,0.676,0.656,-5.018,6,1,0.0789,0.182,5.16e-06,0.174,147.892,4
150,Gli occhi della tigre,Nayt,296089,https://open.spotify.com/track/0eczHniJguffShMNltOqMo,2018,12,5pL8J6weoydzXglhsoJ6Vw,0.687,0.799,0.541,-7.747,2,1,0.205,0.618,0.0,0.594,135.176,4
151,Questa nostra stupida canzone d'amore,Thegiornalisti,296082,https://open.spotify.com/track/1Kw6V4wiZKTVwLZ5YcYJR3,2018,12,1Kw6V4wiZKTVwLZ5YcYJR3,0.509,0.672,0.425,-5.477,0,1,0.0363,0.238,0.0,0.125,78.084,4
152,Don't Stop Me Now - Remastered 2011,Queen,289174,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,2018,12,7hQJA50XrCWABAu5v6QZ4i,0.563,0.865,0.601,-5.277,5,1,0.16,0.0472,0.000191,0.77,156.271,4
153,Someday At Christmas,Stevie Wonder,289169,https://open.spotify.com/track/7ziHNBvbvVCSLeqdKDLQR4,2018,12,1yi2B0Ca0Xrob1O4R1uW6Z,0.449,0.477,0.269,-7.594,5,1,0.0282,0.721,0.0,0.372,100.63,4
154,Step Into Christmas,Elton John,289081,https://open.spotify.com/track/11P4sSu6BH2lAbWk1sL6cK,2018,12,6sBWmE23q6xQHlnEZ8jYPT,0.526,0.925,0.819,-5.584,2,1,0.0363,0.102,8.9e-06,0.305,140.308,4
155,Figurati noi (feat. Emma Muscat),Shade,286750,https://open.spotify.com/track/5AQ7Wuc1UGCROIifaInqdV,2018,12,5AQ7Wuc1UGCROIifaInqdV,0.676,0.824,0.432,-4.482,4,1,0.116,0.126,0.0,0.35,95.024,4
156,Torna Da Me,Luche,286223,https://open.spotify.com/track/5iSHLCuc0K3pUW16b7sSP4,2018,12,3cht84Looy1rM6dDSqfuX8,0.512,0.297,0.362,-15.03,4,0,0.0481,0.661,0.0,0.114,172.056,3
157,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,284905,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg,2018,12,2uFaJJtFpPDc5Pa95XzTvg,0.451,0.24,0.701,-14.014,1,1,0.0351,0.912,2.45e-06,0.175,134.009,4
158,Adan y Eva,Paulo Londra,281860,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,2018,12,6FyRXC8tJUh863JCkyWqtk,0.767,0.709,0.72,-4.47,1,1,0.336,0.323,0.0,0.0676,171.993,4
159,Youngblood,5 Seconds of Summer,281804,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2018,12,2iUXsYOEPhVqEBwsqP70rE,0.596,0.854,0.152,-5.114,7,0,0.463,0.0169,0.0,0.124,120.274,4
160,Ipernova,Mr.Rain,279153,https://open.spotify.com/track/1TaSkLG2bXx84YuKmJvncw,2018,12,2Hg2uP2Udt0PIEZiPbfV26,0.419,0.638,0.606,-8.486,1,1,0.0604,0.199,0.0,0.0984,134.904,5
161,Do They Know It's Christmas? - 2004 Version,Band Aid 20,279051,https://open.spotify.com/track/042Yt1xKxDHPBmGokgf1jl,2018,12,6HlqioVbMHWnPOmm5Wf7NN,0.327,0.781,0.273,-6.773,0,1,0.0462,0.0829,0.0,0.673,128.068,4
162,Irraggiungibile (feat. Federica Carta),Shade,278690,https://open.spotify.com/track/6ht4SwYqBMA8aE40QdJzoN,2018,12,03PDOt4cRKQgpYfA9I9wnC,0.653,0.797,0.71,-4.489,11,1,0.0391,0.416,0.0,0.177,128.215,4
163,Under Pressure - Remastered 2011,Queen,277183,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,2018,12,11IzgLRXV7Cgek3tEgGgjw,0.671,0.711,0.466,-7.813,2,1,0.0478,0.422,0.0,0.104,113.809,4
164,Natural,Imagine Dragons,276496,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,2018,12,2FY7b99s15jUprqC0M5NCT,0.704,0.611,0.22,-6.112,2,1,0.0409,0.217,0.0,0.0812,100.0,4
165,Solletico (feat. Tedua & The Night Skinny),Rkomi,273623,https://open.spotify.com/track/6gan8nbS78t2sUy0M9UpAX,2018,12,6gan8nbS78t2sUy0M9UpAX,0.554,0.724,0.34,-6.537,1,1,0.187,0.0493,0.0,0.1,148.526,4
166,Have Yourself A Merry Little Christmas,Sam Smith,272389,https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K,2018,12,2icrdLtKfqwZ8VUUyZbGFI,0.444,0.557,0.252,-9.016,7,1,0.254,0.858,0.716,0.331,142.542,3
167,Better Now,Post Malone,270036,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2018,12,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,0.341,-5.804,10,1,0.04,0.331,0.0,0.135,145.038,4
168,Solo (feat. Demi Lovato),Clean Bandit,269774,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,2018,12,6kPJZM97LwdG9QIsT7khp6,0.737,0.636,0.565,-4.546,11,0,0.0437,0.0441,6.66e-05,0.35,105.005,4
169,FEFE,6ix9ine,267334,https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK,2018,12,2l8nEO0vsTRCRnGqQty6qx,0.931,0.387,0.376,-9.127,1,1,0.412,0.088,0.0,0.136,125.978,4
170,My Life Is Going On - Burak Yeter Remix,Burak Yeter,266649,https://open.spotify.com/track/2qzyXvxqBlOx4BUzbTzPvu,2018,12,4vySWreGAhDr34U0KwZdVP,0.836,0.764,0.589,-5.135,11,0,0.058,0.015,0.0633,0.0909,100.014,4
171,Happy Xmas (War Is Over),Céline Dion,262219,https://open.spotify.com/track/1wur1SW656paPv7EyTqWu4,2018,12,27RYrbL6S02LNVhDWVl38b,0.321,0.64,0.414,-10.023,2,1,0.0324,0.28,0.0,0.718,146.172,3
172,Non voglio morire,Mostro,261815,https://open.spotify.com/track/0I3KHmf0DpAo0JovNmbLbc,2018,12,4EpzBJ0XsCvzygfx3aavTO,0.644,0.641,0.348,-11.006,2,1,0.226,0.913,0.0,0.101,107.946,3
173,Hallelujah,Pentatonix,260929,https://open.spotify.com/track/550rQQCGkrTzvp4SfpOPzx,2018,12,3pRaLNL3b8x5uBOcsgvdqM,0.324,0.136,0.0831,-10.33,0,1,0.0318,0.931,0.00117,0.176,97.256,3
174,We Will Rock You - Remastered,Queen,260857,https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn,2018,12,54flyrjcdnQdco7300avMJ,0.693,0.497,0.473,-7.316,2,1,0.119,0.679,0.0,0.258,81.308,4
175,"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,260699,https://open.spotify.com/track/5Q2P43CJra0uRAogjHyJDK,2018,12,5Q2P43CJra0uRAogjHyJDK,0.583,0.572,0.684,-4.776,1,1,0.0366,0.738,0.0,0.266,113.998,4
176,Rollin',Gemitaiz,260132,https://open.spotify.com/track/1LYkQC1JrgMhwMol3nVo35,2018,12,1xqRKo0SDFDO5Jy8yEVD0X,0.69,0.514,0.307,-11.81,8,0,0.328,0.0975,0.497,0.346,72.791,4
177,Money Rain,Boro Boro,259613,https://open.spotify.com/track/1f1mvHcJwPPponfS45uRp1,2018,12,1kuSXR7D6H02EsHcK4ULFD,0.752,0.633,0.682,-5.45,0,1,0.0464,0.183,0.00707,0.0787,109.998,4
178,"Rudolph, The Red-Nosed Reindeer",Mary J. Blige,259451,https://open.spotify.com/track/2WBVGEIg5pWC15Pylp7K6v,2018,12,3edDztKB6QeGefnIpLJgqr,0.585,0.612,0.104,-6.035,0,1,0.0249,0.097,0.0485,0.232,96.018,4
179,TIE',Salmo,259315,https://open.spotify.com/track/3kFQ2djY3O2uH8o0WsqdhO,2018,12,6f3Slt0GbA2bPZlz0aIFXN,0.798,0.62,0.235,-7.079,8,0,0.232,0.414,0.0192,0.112,120.031,4
180,British,Dark Polo Gang,258257,https://open.spotify.com/track/3JEvpERjiUoFXZO1BUc2dv,2018,12,4ZdmTNaBTErD8n9AQE0YaX,0.674,0.865,0.694,-6.167,6,1,0.0412,0.0462,0.0,0.381,131.975,4
181,Acqua Calda E Limone (feat. Ernia),Rkomi,255879,https://open.spotify.com/track/2OIXm3ZM0pbSXQYrq9C5RN,2018,12,2OIXm3ZM0pbSXQYrq9C5RN,0.581,0.68,0.309,-7.746,5,0,0.264,0.147,0.0,0.551,99.788,4
182,I Like It,Cardi B,255682,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,2018,12,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,0.65,-3.998,5,0,0.129,0.099,0.0,0.372,136.048,4
183,ZEZE (feat. Travis Scott & Offset),Kodak Black,255520,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,2018,12,0FZ4Dmg8jJJAPJnvBIzD9z,0.861,0.603,0.504,-5.788,8,0,0.176,0.0521,0.0,0.0924,98.043,4
184,Casa Mia (feat. Luchè & Capo Plaza),Noyz Narcos,254878,https://open.spotify.com/track/6NnO2rbViEDhX6wewADukc,2018,12,6NnO2rbViEDhX6wewADukc,0.465,0.738,0.289,-7.872,1,1,0.375,0.142,0.0,0.335,188.133,4
185,Italiana,J-AX,253724,https://open.spotify.com/track/0ptaq4BSl6jrXfGyLzJjYE,2018,12,0ptaq4BSl6jrXfGyLzJjYE,0.686,0.744,0.637,-7.122,5,0,0.111,0.0302,0.0,0.0486,121.839,4
186,Marylin M.,Fasma,252497,https://open.spotify.com/track/6uw8FVNAFNNpdXtd0AZl6m,2018,12,2aIB1CdRRG7YLBu9hNw9nR,0.621,0.834,0.937,-10.068,10,0,0.0557,0.000779,0.456,0.0611,143.973,4
187,Allenamento #2,Capo Plaza,251756,https://open.spotify.com/track/2z3sYBYhLhsGTOKZe5vkcM,2018,12,3RsSxNSorUqe9K4qEGTlGC,0.86,0.601,0.0589,-7.247,1,0,0.509,0.406,0.0,0.103,80.019,4
188,Lo Sai Che Ci Penso,Gemitaiz,251666,https://open.spotify.com/track/6qE4ocLpaSUkWYrcpbPN7Z,2018,12,6qE4ocLpaSUkWYrcpbPN7Z,0.727,0.526,0.468,-8.377,7,1,0.0794,0.081,0.0,0.184,147.849,4
189,Claro,Emis Killa,251531,https://open.spotify.com/track/6W2f9IsLo8nLFw301YjrrY,2018,12,6uhgcTTBcn5CORDx5SkeoL,0.519,0.902,0.122,-4.693,9,0,0.0321,0.00289,0.000323,0.257,128.912,4
190,Christmas (Baby Please Come Home),Mariah Carey,249735,https://open.spotify.com/track/3PIDciSFdrQxSQSihim3hN,2018,12,3PIDciSFdrQxSQSihim3hN,0.561,0.782,0.704,-7.444,3,1,0.0317,0.022,0.0,0.109,127.148,4
191,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,249016,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x,2018,12,5CLGzJsGqhCEECcpnFQA8x,0.653,0.809,0.55,-4.057,0,1,0.0474,0.194,0.0,0.165,92.213,4
192,Gabbiano / Moonrock (feat. Lazza) - prod. Lazza,Dani Faiv,248988,https://open.spotify.com/track/0bevh9FciBkb57ZqQk4uDQ,2018,12,2UzWWNqBAe1p7LZ7mSyOeb,0.891,0.639,0.786,-6.146,8,1,0.181,0.0592,2.33e-05,0.0416,140.997,4
193,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,248594,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24,2018,12,2lYTJK94hb0fd1LQtb6Dhk,0.659,0.738,0.481,-5.072,4,0,0.0477,0.118,0.0,0.115,127.95,4
194,It Won't Seem Like Christmas (Without You),Elvis Presley,248442,https://open.spotify.com/track/4rsxx3c7BYGwdp3iOqcxbf,2018,12,4rsxx3c7BYGwdp3iOqcxbf,0.326,0.341,0.512,-13.232,9,1,0.035,0.916,0.00167,0.107,91.735,5
195,FINCHÉ FA GIORNO,Giaime,247769,https://open.spotify.com/track/5yYsbDBAflTr31aksx8BHS,2018,12,5yYsbDBAflTr31aksx8BHS,0.888,0.519,0.158,-8.413,10,1,0.141,0.204,4.5e-06,0.104,120.055,4
196,Generale,Anastasio,247340,https://open.spotify.com/track/3BnGxlDIw2LK4v0mCVCasU,2018,12,6wALHWuEiKBuDEAZ2YI9oz,0.511,0.545,0.275,-10.908,8,1,0.365,0.218,0.0,0.197,132.722,5
197,3G,Chadia Rodriguez,245370,https://open.spotify.com/track/6I3pMkkVkCUpu4zB387E8R,2018,12,6dyUkkcyYuDiHOwIRXYOJm,0.833,0.858,0.675,-3.283,9,1,0.0794,0.0696,0.0,0.239,91.967,4
198,Chic,Izi,245196,https://open.spotify.com/track/7jUJ2RmT4PFHHq4goMWqm3,2018,12,4wVOKKEHUJxHCFFNUWDn0B,0.735,0.449,0.0397,-7.507,10,1,0.347,0.629,0.0,0.113,122.947,4
199,Simba,Ernia,245113,https://open.spotify.com/track/69d3X2Nv5AWHUeTktfOqpV,2018,12,1OsrsciAInBkRVIXSzGhDH,0.681,0.639,0.144,-7.437,11,1,0.19,0.00541,3.36e-06,0.0935,119.859,4
200,Merci,Carl Brave,244508,https://open.spotify.com/track/429kanJEBTPrcTKYBT8yPq,2018,12,4eoIIRUjD5p7V5X5RCpIna,0.796,0.105,0.922,-13.837,11,0,0.0761,0.248,0.817,0.108,160.293,4
1,IL CIELO NELLA STANZA (feat. NSTASIA),Salmo,2501357,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad,2018,12,2fkVZYFv9hOejIsLzZy8ad,0.755,0.501,0.267,-9.551,1,1,0.189,0.0867,1.45e-06,0.146,134.998,4
2,Happy Birthday,Sfera Ebbasta,1864253,https://open.spotify.com/track/7Cw97917dvg5xm6XMAA4Y2,2018,12,2bnTgPFD75vbq1AhxLJfMu,0.866,0.387,0.79,-11.011,4,1,0.0345,0.403,0.0,0.145,94.976,3
3,Senza Di Me (feat. Venerus & Franco126),Gemitaiz,1689875,https://open.spotify.com/track/3xGD5KhnizETt7KQwxtUAc,2018,12,3xGD5KhnizETt7KQwxtUAc,0.698,0.636,0.313,-5.844,8,1,0.034,0.167,0.0,0.125,107.282,3
4,Torna a casa,Måneskin,1687336,https://open.spotify.com/track/3590AAEoqH50z4UmhMIY85,2018,12,3590AAEoqH50z4UmhMIY85,0.425,0.638,0.45,-3.184,1,0,0.0759,0.426,0.0,0.177,81.396,4
5,La fine del mondo,Anastasio,1470140,https://open.spotify.com/track/3FhWEh7VTAOYK4edZqNWNB,2018,12,3c5ZPBOMDO1HLHRrQEwpNW,0.83,0.667,0.406,-8.125,8,0,0.168,0.325,6.1e-06,0.117,114.989,4
6,Toradol,Gemitaiz,1418587,https://open.spotify.com/track/3Rmv3h4ovgt9xVgWOfMlLx,2018,12,3Rmv3h4ovgt9xVgWOfMlLx,0.701,0.623,0.471,-5.271,2,1,0.0493,0.00804,0.013,0.498,158.891,4
7,90MIN,Salmo,1361117,https://open.spotify.com/track/3Ls9yKzshQye18Tx2AvOb6,2018,12,3Ls9yKzshQye18Tx2AvOb6,0.549,0.765,0.513,-5.138,1,1,0.309,0.0253,0.0,0.855,122.002,4
8,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,1353232,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2018,12,4w8niZpiMy6qz1mntFA5uM,0.842,0.801,0.617,-4.167,8,0,0.228,0.157,4.82e-06,0.0642,95.881,4
9,Giuro Che (feat. Priestess & Quentin40),Gemitaiz,1327458,https://open.spotify.com/track/0Pi8hOfhyPYQOg8PL6tcT9,2018,12,0Pi8hOfhyPYQOg8PL6tcT9,0.841,0.696,0.601,-6.405,11,0,0.0858,0.162,0.0,0.0808,145.005,4
10,Cambiare Adesso,Dark Polo Gang,1276513,https://open.spotify.com/track/01MJgnPL3AuwmYQ4EbHzD7,2018,12,2xjxaKiYssIdDU6DCPpZPt,0.661,0.777,0.619,-3.156,8,1,0.0618,0.276,1.81e-06,0.252,79.959,4
11,Bad Boys (feat. Ketama126),Gemitaiz,1200007,https://open.spotify.com/track/12mhNDtyap89L9H8KLexnS,2018,12,12mhNDtyap89L9H8KLexnS,0.755,0.529,0.362,-7.694,1,0,0.191,0.29,1.32e-06,0.145,150.114,4
12,CABRIOLET (feat. Sfera Ebbasta),Salmo,1145992,https://open.spotify.com/track/7wC76LWyNxaP3hjGzbWOcN,2018,12,7wC76LWyNxaP3hjGzbWOcN,0.548,0.531,0.309,-7.436,0,1,0.264,0.15,1.05e-05,0.0919,150.058,4
13,Che Ci Faccio,Gemitaiz,1137894,https://open.spotify.com/track/3yhRpGAdByLRLNwULguVeT,2018,12,3yhRpGAdByLRLNwULguVeT,0.827,0.686,0.617,-5.495,1,0,0.0991,0.0264,1.34e-05,0.11,77.024,4
